# snapshot_index=20, t=5.000000e-02
x,y,z,phi_pg,di,phi_tot,r_pg,t
0.00000000e+00,5.00000000e-01,8.57142857e-01,7.47426876e-02,7.95516645e-03,4.31727047e-01,1.73124867e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,9.28571429e-01,7.44825151e-02,1.20077500e-02,4.44904872e-01,1.67412226e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,1.00000000e+00,7.61887399e-02,1.22157006e-02,4.56422034e-01,1.66926078e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,0.00000000e+00,7.34673434e-02,6.92630020e-03,4.14967554e-01,1.77043585e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,7.14285714e-02,7.57172158e-02,1.11109952e-02,4.50744501e-01,1.67982561e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,1.42857143e-01,7.49836196e-02,1.13904533e-02,4.45709478e-01,1.68234294e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,2.14285714e-01,7.45992956e-02,1.05168513e-02,4.40700979e-01,1.69274177e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,2.85714286e-01,7.49182917e-02,1.13890722e-02,4.46645834e-01,1.67735342e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,3.57142857e-01,7.50799412e-02,8.73509902e-03,4.38011540e-01,1.71410875e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,4.28571429e-01,7.49732396e-02,1.40527498e-02,4.56798612e-01,1.64127556e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,5.00000000e-01,7.54122621e-02,9.65783091e-03,4.38962466e-01,1.71796607e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,5.71428571e-01,7.49568278e-02,6.03908928e-03,4.24766970e-01,1.76465764e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,6.42857143e-01,7.49668544e-02,8.29452392e-03,4.31950920e-01,1.73554103e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,7.14285714e-01,7.42466701e-02,1.24636575e-02,4.39466584e-01,1.68947249e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,7.85714286e-01,7.41527634e-02,7.07329629e-03,4.19782290e-01,1.76645764e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,8.57142857e-01,7.63360801e-02,1.03963702e-02,4.55138814e-01,1.67720436e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,9.28571429e-01,7.49614022e-02,9.48087634e-03,4.38112151e-01,1.71100943e-01,5.00000000e-02
0.00000000e+00,5.71428571e-01,1.00000000e+00,7.34760832e-02,4.98563412e-03,4.06874800e-01,1.80586468e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,0.00000000e+00,7.42649391e-02,8.85070023e-03,4.27435667e-01,1.73745302e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,7.14285714e-02,7.46824422e-02,6.95817476e-03,4.26265171e-01,1.75201840e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,1.42857143e-01,7.43768816e-02,9.01636993e-03,4.32698280e-01,1.71890865e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,2.14285714e-01,7.49787668e-02,1.40094347e-02,4.57306396e-01,1.63957398e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,2.85714286e-01,7.62121249e-02,1.54593426e-02,4.70705007e-01,1.61910589e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,3.57142857e-01,7.41776216e-02,8.56479810e-03,4.29866424e-01,1.72559701e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,4.28571429e-01,7.46999982e-02,8.89608560e-03,4.31294640e-01,1.73199459e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,5.00000000e-01,7.35011236e-02,7.16969857e-03,4.11796633e-01,1.78488889e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,5.71428571e-01,7.52020520e-02,8.87823109e-03,4.39314875e-01,1.71180300e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,6.42857143e-01,7.48963952e-02,9.48000673e-03,4.35125149e-01,1.72126101e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,7.14285714e-01,7.37762736e-02,6.42784419e-03,4.17456382e-01,1.76728101e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,7.85714286e-01,7.44426526e-02,7.78939388e-03,4.27020540e-01,1.74330379e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,8.57142857e-01,7.39250670e-02,7.74747113e-03,4.24320057e-01,1.74220063e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,9.28571429e-01,7.44826004e-02,8.44683097e-03,4.28595107e-01,1.73783133e-01,5.00000000e-02
0.00000000e+00,6.42857143e-01,1.00000000e+00,7.36867336e-02,7.04051787e-03,4.19425507e-01,1.75684913e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,0.00000000e+00,7.52026954e-02,1.27816634e-02,4.49939062e-01,1.67139734e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,7.14285714e-02,7.59846096e-02,8.69295302e-03,4.40550747e-01,1.72476406e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,1.42857143e-01,7.29975821e-02,4.27517457e-03,4.00035528e-01,1.82477748e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,2.14285714e-01,7.33749733e-02,4.98158594e-03,4.07975172e-01,1.79851565e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,2.85714286e-01,7.47258393e-02,8.29013871e-03,4.32774188e-01,1.72667043e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,3.57142857e-01,7.58404236e-02,1.47106881e-02,4.67344090e-01,1.62279625e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,4.28571429e-01,7.39086953e-02,8.23731135e-03,4.26363042e-01,1.73346862e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,5.00000000e-01,7.51158866e-02,1.26974464e-02,4.52834748e-01,1.65879246e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,5.71428571e-01,7.45924743e-02,8.71925326e-03,4.31636673e-01,1.72813106e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,6.42857143e-01,7.62408272e-02,9.08724757e-03,4.42312418e-01,1.72368724e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,7.14285714e-01,7.44316423e-02,5.14501222e-03,4.15760895e-01,1.79025115e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,7.85714286e-01,7.50809269e-02,1.03419933e-02,4.39889711e-01,1.70681252e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,8.57142857e-01,7.59481032e-02,1.25790315e-02,4.58149432e-01,1.65771466e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,9.28571429e-01,7.57191303e-02,1.00103280e-02,4.43170858e-01,1.70857648e-01,5.00000000e-02
0.00000000e+00,7.14285714e-01,1.00000000e+00,7.38607460e-02,8.63993511e-03,4.26744416e-01,1.73079584e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,0.00000000e+00,7.43223371e-02,8.13544032e-03,4.26244797e-01,1.74365383e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,7.14285714e-02,7.53393477e-02,1.07154667e-02,4.47906564e-01,1.68203268e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,1.42857143e-01,7.50302072e-02,8.78607597e-03,4.37577145e-01,1.71467381e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,2.14285714e-01,7.46994985e-02,9.35873405e-03,4.35973138e-01,1.71339681e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,2.85714286e-01,7.40866375e-02,7.87693093e-03,4.26077951e-01,1.73880477e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,3.57142857e-01,7.55202787e-02,6.97897535e-03,4.32593095e-01,1.74575784e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,4.28571429e-01,7.44180631e-02,1.30948132e-02,4.46411021e-01,1.66703015e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,5.00000000e-01,7.43232957e-02,1.04252687e-02,4.34572231e-01,1.71026334e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,5.71428571e-01,7.43760699e-02,5.92156222e-03,4.17615913e-01,1.78096829e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,6.42857143e-01,7.45543615e-02,9.18964481e-03,4.29635244e-01,1.73529436e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,7.14285714e-01,7.45217451e-02,7.65080728e-03,4.28697648e-01,1.73832876e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,7.85714286e-01,7.46290429e-02,1.01926769e-02,4.36278386e-01,1.71058309e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,8.57142857e-01,7.44365389e-02,1.07642850e-02,4.39126207e-01,1.69510582e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,9.28571429e-01,7.35616275e-02,5.65237371e-03,4.11943334e-01,1.78572200e-01,5.00000000e-02
0.00000000e+00,7.85714286e-01,1.00000000e+00,7.50385715e-02,1.08285437e-02,4.44582857e-01,1.68784222e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,0.00000000e+00,7.47619852e-02,1.07158011e-02,4.42206621e-01,1.69065730e-01,5.00000000e-02
