# condition=commensal_static, snapshot_index=100, t=5.000000e-01
x,y,z,phi_pg,di,phi_tot,r_pg,t
0.000000,0.571429,0.214286,0.11354187,0.00019367,0.55827720,0.20337903,0.500000
0.000000,0.571429,0.285714,0.11402747,0.00020379,0.56056856,0.20341396,0.500000
0.000000,0.571429,0.357143,0.11320058,0.00020213,0.55614436,0.20354533,0.500000
0.000000,0.571429,0.428571,0.11460348,0.00021576,0.56341103,0.20341007,0.500000
0.000000,0.571429,0.500000,0.11305429,0.00022815,0.55494192,0.20372274,0.500000
0.000000,0.571429,0.571429,0.11173064,0.00020367,0.54832001,0.20376903,0.500000
0.000000,0.571429,0.642857,0.11237490,0.00021540,0.55150279,0.20376126,0.500000
0.000000,0.571429,0.714286,0.11264299,0.00022798,0.55269420,0.20380707,0.500000
0.000000,0.571429,0.785714,0.11127049,0.00020489,0.54620308,0.20371634,0.500000
0.000000,0.571429,0.857143,0.11452802,0.00022233,0.56229678,0.20367896,0.500000
0.000000,0.571429,0.928571,0.11286588,0.00021446,0.55386997,0.20377685,0.500000
0.000000,0.571429,1.000000,0.10992529,0.00019226,0.53959709,0.20371736,0.500000
0.000000,0.642857,0.000000,0.11179090,0.00021376,0.54853818,0.20379785,0.500000
0.000000,0.642857,0.071429,0.11188012,0.00019694,0.54915074,0.20373299,0.500000
0.000000,0.642857,0.142857,0.11254768,0.00019575,0.55270059,0.20363228,0.500000
0.000000,0.642857,0.214286,0.11458471,0.00019818,0.56337946,0.20338816,0.500000
0.000000,0.642857,0.285714,0.11582207,0.00018908,0.57029258,0.20309237,0.500000
0.000000,0.642857,0.357143,0.11250640,0.00019269,0.55286100,0.20349853,0.500000
0.000000,0.642857,0.428571,0.11218580,0.00021535,0.55048581,0.20379418,0.500000
0.000000,0.642857,0.500000,0.11044409,0.00020172,0.54219399,0.20369848,0.500000
0.000000,0.642857,0.571429,0.11285503,0.00021415,0.55355926,0.20387164,0.500000
0.000000,0.642857,0.642857,0.11269859,0.00022223,0.55319879,0.20372169,0.500000
0.000000,0.642857,0.714286,0.11087638,0.00020010,0.54401189,0.20381242,0.500000
0.000000,0.642857,0.785714,0.11168495,0.00020881,0.54782044,0.20387146,0.500000
0.000000,0.642857,0.857143,0.11185152,0.00019579,0.54934154,0.20361016,0.500000
0.000000,0.642857,0.928571,0.11204112,0.00019217,0.54998196,0.20371780,0.500000
0.000000,0.642857,1.000000,0.11098144,0.00019542,0.54442354,0.20385129,0.500000
0.000000,0.714286,0.000000,0.11401235,0.00023554,0.56022336,0.20351232,0.500000
0.000000,0.714286,0.071429,0.11287832,0.00022398,0.55367748,0.20387017,0.500000
