label,x,y,z,Ux,Uy,Uz,Umag,tooth,region
171,-66.703484,-38.808228,32.759968,-1.8727467e-37,-0,6.6279002e-38,1.9865727e-37,T23,INNER
172,-66.879211,-38.664532,32.367268,-1.4078183e-37,-1.7157288e-38,5.3275781e-38,1.5149985e-37,T23,INNER
173,-70.432724,-44.461456,28.561588,1.1105684e-37,1.3373571e-37,-3.1941096e-38,1.7674585e-37,T23,INNER
174,-70.174988,-44.686253,28.314886,8.1627014e-38,1.5050198e-37,-3.5121018e-38,1.7477786e-37,T23,INNER
175,-70.085701,-44.642429,28.717354,5.292535e-38,1.2397751e-37,-3.9057843e-38,1.4034611e-37,T23,INNER
176,-69.556778,-37.227505,30.39398,2.5220606e-38,-2.0806607e-37,6.5625481e-38,2.1962303e-37,T23,INNER
177,-70.01355,-37.339424,30.304049,5.869578e-38,-2.0387559e-37,6.3789606e-38,2.2153908e-37,T23,INNER
178,-69.883728,-37.180782,30.738579,3.9956013e-38,-1.6469386e-37,3.7781616e-38,1.7363179e-37,T23,INNER
179,-71.030388,-39.673962,24.894974,2.1250543e-37,-1.4389919e-37,7.2620869e-38,2.6671957e-37,T23,INNER
180,-71.048225,-39.485867,25.38036,2.1995458e-37,-1.399768e-37,5.7580587e-38,2.6700009e-37,T23,INNER
181,-70.700157,-39.22995,25.014328,1.4551917e-37,-1.8540606e-37,8.2950255e-38,2.4986392e-37,T23,INNER
182,-69.349495,-40.836033,21.433388,-1.6684134e-38,-1.4012093e-37,1.02296e-37,1.7428915e-37,T23,INNER
183,-69.764282,-40.914513,21.358549,3.1128321e-38,-1.6817583e-37,1.1470114e-37,2.0593308e-37,T23,INNER
184,-69.601402,-40.656052,21.727386,0,-1.520284e-37,9.5856292e-38,1.7972496e-37,T23,INNER
185,-66.257751,-39.191322,34.047749,-2.1829058e-37,0,4.3334084e-38,2.2255026e-37,T23,INNER
186,-66.357246,-39.535748,33.728649,-2.158159e-37,2.3433228e-38,4.8748298e-38,2.2249049e-37,T23,INNER
187,-66.379875,-39.063805,33.603916,-1.7268763e-37,-0,5.3224219e-38,1.8070372e-37,T23,INNER
188,-68.52961,-41.117115,21.886761,-1.6463811e-37,-7.7784458e-38,8.1658577e-38,1.9956015e-37,T23,INNER
189,-68.539894,-40.786831,22.187843,-1.5456276e-37,-1.098203e-37,9.1511858e-38,2.10534e-37,T23,INNER
190,-68.361031,-41.175632,22.311573,-1.4919192e-37,-3.5873527e-38,5.1857471e-38,1.6197017e-37,T23,INNER
191,-67.216377,-37.498341,37.561401,-5.0816721e-38,-1.6086446e-37,-1.514965e-37,2.2673972e-37,T23,INNER
192,-66.888695,-37.375202,37.246857,-8.084023e-38,-1.8393849e-37,-1.1438239e-37,2.3119655e-37,T23,INNER
193,-67.343735,-37.240021,37.181522,-3.3569537e-38,-1.7718501e-37,-8.509821e-38,1.9940699e-37,T23,INNER
194,-70.664291,-41.188019,34.519554,5.563915e-38,1.6929692e-37,-1.3917034e-37,2.2610959e-37,T23,INNER
195,-71.12487,-41.088001,34.456486,8.4230038e-38,1.376985e-37,-8.1222667e-38,1.8070058e-37,T23,INNER
196,-69.034889,-37.974648,27.160761,-1.7348564e-38,-1.6712908e-37,5.4699977e-38,1.7670651e-37,T23,INNER
197,-69.471947,-38.001865,27.061571,1.7610708e-38,-2.1464754e-37,7.9725436e-38,2.2965158e-37,T23,INNER
198,-69.297562,-37.891239,27.486008,0,-1.5643367e-37,3.8878975e-38,1.6119265e-37,T23,INNER
199,-68.41008,-36.836361,34.766079,0,-2.4640479e-37,-0,2.4640479e-37,T23,INNER
200,-68.960449,-36.913017,34.741398,3.2602798e-38,-2.8367321e-37,-1.2462231e-38,2.8581242e-37,T23,INNER
201,-68.645065,-36.916962,35.211823,0,-1.8112582e-37,-1.5413983e-38,1.8178051e-37,T23,INNER
202,-67.463608,-42.174217,32.401714,-1.9099902e-37,1.1458265e-37,0,2.227326e-37,T23,INNER
203,-67.240448,-41.746578,32.456886,-1.9919195e-37,9.4500654e-38,2.0733123e-38,2.2144451e-37,T23,INNER
204,-67.342758,-42.024445,32.85228,-1.599063e-37,1.1804673e-37,-1.2203409e-38,1.9913307e-37,T23,INNER
205,-71.019424,-37.427486,36.392605,7.5091549e-38,-1.9361268e-37,-4.3338019e-38,2.1213862e-37,T23,INNER
206,-70.624619,-37.296673,36.175201,5.525053e-38,-1.9843377e-37,-2.871855e-38,2.0797437e-37,T23,INNER
207,-71.005608,-37.385166,35.934917,5.8123372e-38,-1.5473415e-37,-0,1.652906e-37,T23,INNER
208,-66.549217,-40.242821,35.24522,-1.457807e-37,1.3217428e-37,-5.150959e-38,2.0340917e-37,T23,INNER
209,-66.295868,-39.874561,35.106335,-1.8626672e-37,9.2353354e-38,-1.5081192e-38,2.0845114e-37,T23,INNER
210,-66.391098,-39.948051,35.552334,-1.4385925e-37,1.1469646e-37,-4.3493493e-38,1.8905673e-37,T23,INNER
211,-69.833237,-37.038166,34.72401,4.0262477e-38,-1.9852372e-37,-1.2099457e-38,2.0292642e-37,T23,INNER
212,-69.832893,-37.020973,34.251358,3.7335075e-38,-1.8644328e-37,-0,1.9014469e-37,T23,INNER
213,-70.230209,-37.123814,34.482788,5.4104801e-38,-1.7248568e-37,-0,1.8077234e-37,T23,INNER
214,-68.627716,-37.125721,30.673565,-4.6286032e-38,-2.4533707e-37,7.6122176e-38,2.6101199e-37,T23,INNER
215,-68.150253,-37.183388,30.855001,-1.0069579e-37,-2.372586e-37,7.723159e-38,2.6906505e-37,T23,INNER
216,-68.247894,-37.331696,30.374376,-8.1406024e-38,-1.846111e-37,6.667382e-38,2.1249375e-37,T23,INNER
217,-68.345078,-40.837696,22.607658,-1.7780585e-37,-6.9625706e-38,6.8384912e-38,2.028279e-37,T23,INNER
218,-67.649017,-42.58498,29.96291,-2.569135e-37,7.1633677e-38,-0,2.667132e-37,T23,INNER
219,-69.813011,-43.583908,31.866232,5.4387605e-38,2.3881473e-37,-8.4075901e-38,2.58958e-37,T23,INNER
220,-70.194458,-43.556267,31.529331,8.5803517e-38,1.6156559e-37,-5.3920362e-38,1.907173e-37,T23,INNER
221,-71.643044,-38.060684,32.804981,1.6423939e-37,-8.6288714e-38,2.5991441e-38,1.8733893e-37,T23,INNER
222,-71.533989,-37.961754,32.375801,1.9087571e-37,-1.1294348e-37,2.8458399e-38,2.23606e-37,T23,INNER
223,-71.727859,-38.432308,32.464741,2.0378693e-37,-5.4990455e-38,3.4437308e-38,2.1386676e-37,T23,INNER
224,-72.158745,-39.509258,35.343681,2.0592487e-37,6.3955161e-38,-0,2.1562772e-37,T23,INNER
225,-72.027184,-39.893013,35.116699,1.8640823e-37,8.7934393e-38,-1.6539453e-38,2.067705e-37,T23,INNER
226,-71.988922,-39.870232,35.593964,1.7125534e-37,1.209108e-37,-4.9730586e-38,2.1545521e-37,T23,INNER
227,-71.323387,-41.767788,24.323948,1.8462648e-37,0,0,1.8462648e-37,T23,INNER
